Word,Document Frequency,Term Frequency,Postings
model,89,129,"['ADM 2302', 'ADM 2304', 'ADM 3305', 'ADM 3308', 'ADM 3313', 'ADM 3352', 'ADM 4307', 'ADM 4312', 'ADM 4316', 'ADM 4317', 'ADM 4351', 'ADM 4377', 'ADM 5331', 'ADM 5352', 'ADM 5380', 'ADM 6276', 'ADM 6279', 'ADM 6301', 'ADM 6302', 'ADM 6357', 'ADM 6420', 'PSY 3306', 'PSY 3307', 'PSY 5207', 'PSY 6103', 'PSY 6118', 'PSY 6123', 'PSY 6147', 'PSY 6918', 'PSY 6923', 'PSY 6947', 'PSY 7101', 'MAT 1318', 'MAT 1332', 'MAT 1339', 'MAT 2375', 'MAT 3361', 'MAT 3375', 'MAT 3378', 'MAT 3379', 'MAT 3395', 'MAT 4130', 'MAT 4162', 'MAT 4175', 'MAT 4373', 'MAT 4378', 'MAT 5161', 'MAT 5162', 'MAT 5174', 'MAT 5193', 'MAT 5195', 'MAT 5198', 'MAT 5317', 'MAT 5375', 'CSI 2132', 'CSI 4109', 'CSI 4124', 'CSI 4130', 'CSI 4140', 'CSI 4142', 'CSI 4150', 'CSI 5100', 'CSI 5102', 'CSI 5112', 'CSI 5115', 'CSI 5124', 'CSI 5126', 'CSI 5131', 'CSI 5134', 'CSI 5135', 'CSI 5146', 'CSI 5147', 'CSI 5149', 'CSI 5151', 'CSI 5152', 'CSI 5153', 'CSI 5155', 'CSI 5167', 'CSI 5168', 'CSI 5169', 'CSI 5173', 'CSI 5175', 'CSI 5308', 'CSI 5311', 'CSI 5312', 'CSI 5314', 'CSI 5387', 'CSI 5389', 'CSI 7314']"
modern,10,10,"['ADM 2352', 'ADM 3302', 'ADM 3352', 'ADM 4312', 'ADM 4345', 'ADM 5310', 'MAT 1395', 'MAT 3100', 'CSI 1306', 'CSI 5146']"
modif,2,2,"['ADM 4346', 'PSY 7124']"
modul,10,34,"['ADM 3357', 'ADM 4357', 'PSY 5424', 'PSY 5824', 'MAT 3143', 'MAT 4141', 'MAT 5141', 'MAT 5144', 'CSI 5113', 'CSI 5134']"
modular,3,3,"['MAT 4167', 'CSI 1308', 'CSI 5106']"
modulo,2,2,"['MAT 1362', 'MAT 2143']"
molecular,1,1,['CSI 5126']
moment,2,3,"['MAT 2371', 'MAT 5190']"
monetari,1,1,['ADM 5352']
money,2,2,"['ADM 4354', 'ADM 6354']"
monitor,1,1,['ADM 4103']
monograph,1,1,['ADM 3319']
mont,1,1,['MAT 4374']
month,1,1,['MAT 9998']
moral,2,2,"['PSY 3105', 'PSY 3124']"
morphism,1,1,['MAT 5144']
mortgag,2,2,"['ADM 3360', 'ADM 6358']"
motion,4,4,"['MAT 4372', 'MAT 5171', 'MAT 5173', 'CSI 5147']"
motiv,15,20,"['ADM 2336', 'ADM 5330', 'ADM 5342', 'ADM 6322', 'PSY 1101', 'PSY 3109', 'PSY 3124', 'PSY 4181', 'PSY 5113', 'PSY 6109', 'PSY 6152', 'PSY 6166', 'PSY 6901', 'PSY 6952', 'PSY 6962']"
motor,2,2,"['PSY 2301', 'PSY 4180']"
move,3,3,"['ADM 2313', 'ADM 3313', 'MAT 3379']"
movement,1,1,['ADM 6332']
mpeg,1,1,['MAT 5343']
mpi,1,1,['CSI 4140']
ms,1,1,['ADM 6260']
multi,11,11,"['ADM 6381', 'MAT 3377', 'MAT 4378', 'MAT 5193', 'MAT 5317', 'CSI 3130', 'CSI 4142', 'CSI 5131', 'CSI 5151', 'CSI 5173', 'CSI 5311']"
multicast,1,1,['CSI 5169']
multicultur,4,6,"['ADM 3319', 'PSY 3126', 'PSY 7108', 'PSY 7908']"
multidimension,2,2,"['CSI 5115', 'CSI 5153']"
multidisciplinari,1,1,['ADM 4340']
multilevel,1,1,['PSY 4181']
multilinear,1,1,['MAT 2141']
multin,3,5,"['ADM 4318', 'ADM 4328', 'ADM 6340']"
multipl,16,18,"['ADM 2304', 'ADM 3302', 'ADM 4317', 'ADM 4319', 'ADM 6301', 'PSY 2116', 'PSY 5120', 'PSY 5121', 'PSY 5424', 'PSY 6134', 'PSY 6931', 'PSY 7101', 'MAT 1318', 'MAT 2322', 'MAT 3375', 'MAT 5185']"
multipli,1,1,['MAT 2122']
multiprocessor,2,3,"['CSI 5131', 'CSI 5312']"
multistag,1,1,['MAT 5192']
multisubject,1,1,['ADM 4340']
multivari,6,8,"['ADM 3323', 'ADM 6301', 'PSY 5121', 'MAT 3373', 'MAT 4372', 'MAT 4375']"
multiway,1,1,['MAT 4378']
must,14,18,"['ADM 1101', 'ADM 1301', 'ADM 3357', 'ADM 4311', 'ADM 4357', 'ADM 4903', 'ADM 4904', 'ADM 4905', 'PSY 4110', 'PSY 4310', 'PSY 8916', 'MAT 9998', 'CSI 9997', 'CSI 9998']"
mutin,1,1,['ADM 3358']
mutual,2,2,"['ADM 4356', 'ADM 6353']"
mã©thodologiqu,1,3,['PSY 5824']
n,4,4,"['MAT 1362', 'MAT 2143', 'CSI 4101', 'CSI 5134']"
nafta,1,1,['ADM 3318']
nation,3,3,"['ADM 4318', 'ADM 5352', 'ADM 6395']"
natur,12,12,"['ADM 3301', 'ADM 6358', 'PSY 3108', 'PSY 4174', 'PSY 6118', 'PSY 6154', 'PSY 6391', 'PSY 6918', 'CSI 4106', 'CSI 5165', 'CSI 5180', 'CSI 5386']"
naã¯v,1,1,['MAT 3373']
nearest,2,2,"['MAT 3373', 'CSI 5185']"
necessari,4,4,"['ADM 1100', 'ADM 1300', 'ADM 4325', 'ADM 4346']"
need,7,10,"['ADM 3379', 'ADM 4336', 'ADM 4338', 'ADM 4379', 'ADM 6321', 'ADM 6362', 'PSY 7103']"
neg,1,1,['ADM 4317']
neglig,1,1,['ADM 3360']
negoci,1,1,['ADM 6368']
negoti,2,2,"['ADM 3334', 'ADM 6332']"
neighbor,1,1,['CSI 5185']
neighbour,1,1,['MAT 3373']
nervou,2,2,"['PSY 1101', 'PSY 2301']"
net,1,1,['MAT 5151']
network,30,50,"['ADM 3308', 'ADM 3378', 'ADM 4378', 'ADM 6271', 'ADM 6274', 'ADM 6286', 'ADM 6373', 'ADM 6383', 'MAT 1341', 'MAT 3348', 'MAT 4373', 'MAT 5106', 'MAT 5174', 'MAT 5198', 'CSI 4109', 'CSI 4118', 'CSI 4140', 'CSI 5105', 'CSI 5124', 'CSI 5127', 'CSI 5128', 'CSI 5142', 'CSI 5148', 'CSI 5149', 'CSI 5152', 'CSI 5155', 'CSI 5166', 'CSI 5169', 'CSI 5173', 'CSI 5175']"
neumann,1,1,['MAT 5180']
neural,5,5,"['ADM 3308', 'PSY 3301', 'PSY 6202', 'MAT 4373', 'CSI 5155']"
neuroanatomi,5,5,"['PSY 2301', 'PSY 5103', 'PSY 5125', 'PSY 5924', 'PSY 6201']"
neurobehaviour,2,2,"['PSY 5125', 'PSY 5924']"
neurobiolog,1,1,['PSY 4302']
neurochem,3,3,"['PSY 2301', 'PSY 6151', 'PSY 6951']"
neuropatholog,2,2,"['PSY 5125', 'PSY 5924']"
neuropharmacolog,3,3,"['PSY 6151', 'PSY 6201', 'PSY 6951']"
neurophysiolog,7,9,"['PSY 2301', 'PSY 4302', 'PSY 6114', 'PSY 6167', 'PSY 6201', 'PSY 6903', 'PSY 6963']"
neuropsycholog,4,6,"['PSY 4180', 'PSY 5125', 'PSY 5924', 'PSY 6143']"
neurosci,4,10,"['PSY 5103', 'PSY 5424', 'PSY 5824', 'PSY 6201']"
neutral,2,2,"['ADM 4351', 'ADM 6357']"
new,10,14,"['ADM 4312', 'ADM 4326', 'ADM 4903', 'ADM 5342', 'ADM 6279', 'ADM 6381', 'PSY 4310', 'PSY 6106', 'PSY 6127', 'PSY 6927']"
newspap,1,1,['ADM 6277']
newton,3,4,"['MAT 1320', 'MAT 3380', 'MAT 4387']"
neyman,3,3,"['MAT 4175', 'MAT 5191', 'MAT 5375']"
nikodym,2,2,"['MAT 4125', 'MAT 5125']"
nilpot,1,1,['MAT 4142']
niveau,1,2,['PSY 6991']
nlp,1,1,['CSI 5386']
no,1,3,['PSY 5824']
noether,1,1,['MAT 5144']
noetherian,3,3,"['MAT 4141', 'MAT 5141', 'MAT 5144']"
nomin,1,1,['MAT 5317']
non,35,36,"['ADM 2304', 'ADM 3322', 'ADM 3337', 'ADM 4356', 'ADM 4903', 'ADM 4904', 'ADM 4905', 'ADM 5341', 'ADM 6321', 'ADM 6326', 'ADM 6383', 'PSY 2174', 'PSY 3102', 'PSY 6042', 'PSY 6117', 'PSY 6906', 'PSY 7107', 'PSY 7907', 'MAT 2355', 'MAT 2362', 'MAT 3172', 'MAT 3375', 'MAT 3379', 'MAT 3380', 'MAT 4162', 'MAT 4175', 'MAT 5192', 'MAT 5193', 'MAT 5375', 'MAT 9904', 'MAT 9998', 'CSI 5116', 'CSI 5149', 'CSI 5185', 'CSI 5314']"
nonlinear,6,6,"['MAT 3130', 'MAT 3380', 'MAT 4387', 'MAT 5131', 'MAT 5133', 'MAT 5185']"
nonparametr,2,2,"['MAT 1373', 'MAT 2375']"
norm,9,11,"['PSY 3121', 'PSY 3307', 'PSY 4105', 'PSY 4122', 'PSY 6133', 'PSY 6930', 'PSY 7107', 'PSY 7907', 'MAT 3341']"
normal,25,25,"['ADM 2303', 'ADM 5300', 'PSY 2106', 'PSY 3101', 'PSY 6151', 'PSY 6176', 'PSY 6190', 'PSY 6951', 'PSY 6975', 'MAT 1322', 'MAT 1325', 'MAT 1371', 'MAT 1372', 'MAT 2143', 'MAT 2375', 'MAT 2377', 'MAT 2379', 'MAT 4372', 'MAT 4375', 'MAT 5131', 'MAT 5144', 'MAT 5162', 'MAT 6997', 'CSI 2132', 'CSI 3104']"
notat,2,2,"['CSI 3105', 'CSI 5167']"
notion,6,6,"['PSY 3306', 'PSY 6182', 'PSY 6982', 'MAT 4175', 'MAT 5375', 'CSI 4108']"
notã©,2,3,"['PSY 6042', 'MAT 9904']"
novel,1,1,['ADM 4903']
np,2,5,"['CSI 3105', 'CSI 4105']"
ns,23,28,"['ADM 4903', 'ADM 4904', 'ADM 4905', 'ADM 6901', 'PSY 6042', 'MAT 5996', 'MAT 6997', 'MAT 9900', 'MAT 9901', 'MAT 9902', 'MAT 9903', 'MAT 9904', 'MAT 9905', 'MAT 9906', 'MAT 9907', 'MAT 9908', 'MAT 9909', 'MAT 9910', 'MAT 9911', 'MAT 9912', 'MAT 9913', 'MAT 9998', 'CSI 5903']"
nuclear,1,1,['ADM 6381']
nullstellensatz,5,5,"['MAT 4141', 'MAT 4154', 'MAT 5141', 'MAT 5144', 'MAT 5149']"
number,20,22,"['ADM 1340', 'MAT 1302', 'MAT 1325', 'MAT 1341', 'MAT 1362', 'MAT 1372', 'MAT 1395', 'MAT 2125', 'MAT 2371', 'MAT 3121', 'MAT 3153', 'MAT 3166', 'MAT 3380', 'MAT 4154', 'MAT 4167', 'MAT 4171', 'MAT 5149', 'MAT 5160', 'MAT 5171', 'CSI 5163']"
numer,7,10,"['MAT 1320', 'MAT 1332', 'MAT 2384', 'MAT 3380', 'MAT 5180', 'CSI 2372', 'CSI 4124']"
obes,2,2,"['PSY 3109', 'PSY 3306']"
object,24,27,"['ADM 3349', 'ADM 6324', 'PSY 1101', 'PSY 4173', 'PSY 6116', 'PSY 6145', 'PSY 6168', 'PSY 6905', 'PSY 6945', 'PSY 6964', 'CSI 1308', 'CSI 2120', 'CSI 2372', 'CSI 3120', 'CSI 3130', 'CSI 4115', 'CSI 4130', 'CSI 5111', 'CSI 5113', 'CSI 5129', 'CSI 5165', 'CSI 5312', 'CSI 5314', 'CSI 7314']"
observ,3,3,"['MAT 1371', 'MAT 5341', 'CSI 5149']"
obstacl,2,2,"['PSY 3174', 'CSI 5164']"
obtain,1,1,['CSI 5903']
obtent,1,1,['ADM 6382']
occasion,2,2,"['PSY 7106', 'PSY 7906']"
occup,2,2,"['ADM 5331', 'PSY 3121']"
occur,1,1,['CSI 9998']
odd,1,1,['MAT 1318']
off,1,1,['ADM 2352']
offer,4,4,"['ADM 3378', 'PSY 7112', 'PSY 7114', 'MAT 1395']"
offspr,1,1,['PSY 4174']
often,1,1,['ADM 4363']
old,1,1,['PSY 2114']
older,2,2,"['PSY 6176', 'PSY 6975']"
one,18,24,"['ADM 4903', 'ADM 4904', 'ADM 4905', 'ADM 6901', 'PSY 6002', 'PSY 6042', 'MAT 1300', 'MAT 1308', 'MAT 4900', 'MAT 5105', 'MAT 5107', 'MAT 5131', 'MAT 5317', 'MAT 6997', 'CSI 4108', 'CSI 4900', 'CSI 5386', 'CSI 9998']"
ongo,2,2,"['ADM 3357', 'ADM 4357']"
onlin,1,1,['CSI 5155']
ontario,1,2,['MAT 1339']
ontogen,2,2,"['PSY 6109', 'PSY 6901']"
ontolog,3,3,"['CSI 3140', 'CSI 5100', 'CSI 5101']"
op,6,6,"['ADM 2901', 'ADM 3901', 'ADM 3902', 'ADM 4901', 'ADM 4902', 'PSY 6002']"
open,5,5,"['ADM 5352', 'PSY 6134', 'PSY 6931', 'CSI 1306', 'CSI 5174']"
openmp,1,1,['CSI 4140']
oper,27,37,"['ADM 1370', 'ADM 2302', 'ADM 2372', 'ADM 3301', 'ADM 3358', 'ADM 5342', 'ADM 5370', 'ADM 5380', 'ADM 6281', 'ADM 6362', 'MAT 1318', 'MAT 1339', 'MAT 2322', 'MAT 2324', 'MAT 2384', 'MAT 4124', 'MAT 4126', 'MAT 4343', 'MAT 5126', 'MAT 5162', 'CSI 3131', 'CSI 4125', 'CSI 4139', 'CSI 5124', 'CSI 5175', 'CSI 5308', 'CSI 5312']"
opinion,2,2,"['ADM 4307', 'CSI 5180']"
opportun,10,12,"['ADM 3379', 'ADM 4315', 'ADM 4317', 'ADM 4329', 'ADM 4340', 'ADM 6274', 'ADM 6286', 'ADM 6311', 'PSY 6002', 'MAT 5996']"
optic,1,1,['CSI 5173']
optim,21,24,"['ADM 4363', 'ADM 6279', 'ADM 6383', 'MAT 1308', 'MAT 1320', 'MAT 1339', 'MAT 4387', 'MAT 5106', 'MAT 5182', 'MAT 5191', 'MAT 5192', 'MAT 5197', 'CSI 3130', 'CSI 4105', 'CSI 4150', 'CSI 5128', 'CSI 5165', 'CSI 5166', 'CSI 5169', 'CSI 5183', 'CSI 5380']"
optimist,1,1,['CSI 5161']
option,12,15,"['ADM 2303', 'ADM 2304', 'ADM 4339', 'ADM 4351', 'ADM 4352', 'ADM 4354', 'ADM 6330', 'ADM 6350', 'ADM 6353', 'ADM 6357', 'MAT 4372', 'CSI 6900']"
oral,4,5,"['ADM 2381', 'MAT 5996', 'MAT 9998', 'CSI 9998']"
orbit,1,1,['MAT 3130']
order,11,14,"['ADM 2341', 'ADM 3346', 'PSY 4110', 'MAT 1303', 'MAT 2324', 'MAT 2362', 'MAT 2384', 'MAT 4130', 'MAT 5133', 'MAT 5317', 'CSI 4126']"
ordinari,5,5,"['MAT 2324', 'MAT 2384', 'MAT 3320', 'MAT 5107', 'MAT 5180']"
organ,54,75,"['ADM 1100', 'ADM 1101', 'ADM 1300', 'ADM 1301', 'ADM 1340', 'ADM 1370', 'ADM 2336', 'ADM 2342', 'ADM 2372', 'ADM 3302', 'ADM 3333', 'ADM 3334', 'ADM 3340', 'ADM 3346', 'ADM 4316', 'ADM 4317', 'ADM 4318', 'ADM 4337', 'ADM 4338', 'ADM 4348', 'ADM 4379', 'ADM 4903', 'ADM 4904', 'ADM 4905', 'ADM 5330', 'ADM 5341', 'ADM 5360', 'ADM 5370', 'ADM 5380', 'ADM 6279', 'ADM 6281', 'ADM 6321', 'ADM 6325', 'ADM 6330', 'ADM 6331', 'ADM 6332', 'ADM 6340', 'ADM 6376', 'ADM 6382', 'ADM 6901', 'PSY 2301', 'PSY 3124', 'PSY 5113', 'PSY 5207', 'PSY 6144', 'PSY 6155', 'PSY 6170', 'PSY 6941', 'PSY 6954', 'PSY 7102', 'CSI 4115', 'CSI 4142', 'CSI 5128', 'CSI 5148']"
organis,2,2,"['ADM 4315', 'ADM 4345']"
organiz,22,25,"['ADM 2302', 'ADM 3313', 'ADM 3319', 'ADM 3333', 'ADM 4311', 'ADM 4319', 'ADM 4339', 'ADM 4379', 'ADM 5330', 'ADM 5360', 'ADM 5361', 'ADM 6276', 'ADM 6279', 'ADM 6281', 'ADM 6326', 'ADM 6331', 'ADM 6335', 'ADM 6336', 'ADM 6362', 'ADM 6376', 'PSY 3124', 'PSY 7103']"
orient,21,22,"['ADM 4322', 'ADM 5331', 'ADM 5380', 'PSY 4372', 'PSY 5103', 'PSY 6127', 'PSY 6168', 'PSY 6927', 'PSY 6964', 'MAT 5996', 'CSI 1308', 'CSI 2120', 'CSI 2372', 'CSI 3130', 'CSI 4124', 'CSI 5111', 'CSI 5113', 'CSI 5129', 'CSI 5180', 'CSI 5314', 'CSI 7314']"
origin,1,1,['PSY 3377']
orthogon,5,5,"['MAT 1341', 'MAT 2141', 'MAT 2342', 'MAT 3320', 'MAT 5195']"
other,2,4,"['ADM 4317', 'PSY 5202']"
ottawa,1,1,['ADM 6395']
ou,2,5,"['PSY 6042', 'MAT 9904']"
ought,1,1,['ADM 4363']
outcom,5,5,"['ADM 3334', 'ADM 6332', 'PSY 3109', 'PSY 6106', 'PSY 7103']"
outlier,1,1,['CSI 4142']
outlin,1,1,['CSI 9997']
output,1,1,['CSI 3104']
outsid,2,4,"['ADM 6277', 'PSY 6042']"
overcom,1,1,['PSY 4105']
overse,4,4,"['ADM 1100', 'ADM 1300', 'ADM 3357', 'ADM 4357']"
overview,20,20,"['ADM 4103', 'ADM 4307', 'ADM 4312', 'ADM 5370', 'ADM 6281', 'PSY 4105', 'PSY 4180', 'PSY 6133', 'PSY 6168', 'PSY 6930', 'PSY 6964', 'MAT 3172', 'MAT 4154', 'MAT 5149', 'MAT 5195', 'CSI 2120', 'CSI 4124', 'CSI 5146', 'CSI 5168', 'CSI 5386']"
ownermanag,1,1,['ADM 4344']
p,1,1,['CSI 3105']
p2p,1,1,['CSI 5100']
pac,1,1,['MAT 4373']
packag,14,15,"['ADM 6301', 'ADM 6365', 'PSY 5121', 'PSY 6105', 'MAT 1373', 'MAT 2379', 'MAT 3375', 'MAT 3377', 'MAT 3378', 'MAT 3379', 'MAT 4375', 'MAT 4378', 'CSI 1306', 'CSI 1308']"
packet,1,1,['MAT 5174']
page,3,3,"['ADM 4379', 'MAT 6997', 'CSI 3140']"
paid,2,2,"['ADM 4903', 'PSY 5120']"
pair,2,2,"['MAT 2379', 'CSI 5127']"
pairwis,1,1,['CSI 4126']
paper,7,9,"['ADM 4903', 'ADM 4904', 'ADM 4905', 'ADM 4998', 'ADM 4999', 'ADM 6392', 'PSY 6042']"
par,1,1,['MAT 9904']
parabol,1,1,['MAT 5133']
paradigm,10,13,"['ADM 2352', 'PSY 6116', 'PSY 6905', 'MAT 4175', 'MAT 5375', 'CSI 2120', 'CSI 3120', 'CSI 5113', 'CSI 5131', 'CSI 5135']"
paradox,1,1,['MAT 2362']
parallel,3,11,"['CSI 4105', 'CSI 4140', 'CSI 5131']"
parallelepip,1,1,['MAT 1339']
parallelogram,1,1,['MAT 1339']
parametr,8,13,"['ADM 2304', 'PSY 5120', 'MAT 1339', 'MAT 1373', 'MAT 2122', 'MAT 4175', 'MAT 5375', 'CSI 5185']"
parent,8,11,"['PSY 3123', 'PSY 4174', 'PSY 5202', 'PSY 6102', 'PSY 6115', 'PSY 6904', 'PSY 7105', 'PSY 7905']"
part,16,23,"['ADM 3346', 'ADM 4103', 'PSY 4276', 'PSY 4391', 'PSY 5202', 'PSY 5207', 'PSY 5424', 'PSY 6042', 'PSY 6145', 'PSY 6167', 'PSY 6945', 'PSY 6991', 'MAT 1318', 'MAT 1320', 'MAT 1330', 'MAT 1339']"
parti,3,6,"['PSY 5824', 'PSY 6042', 'PSY 6991']"
partial,9,10,"['MAT 1300', 'MAT 1303', 'MAT 1320', 'MAT 1322', 'MAT 1325', 'MAT 1332', 'MAT 3320', 'MAT 4130', 'MAT 5180']"
particip,9,10,"['ADM 3994', 'ADM 4311', 'ADM 4994', 'ADM 6395', 'PSY 5158', 'PSY 5958', 'MAT 4900', 'MAT 5992', 'CSI 4900']"
particl,1,1,['CSI 5147']
particular,14,16,"['ADM 1100', 'ADM 1300', 'ADM 3378', 'ADM 6326', 'ADM 6901', 'PSY 2391', 'PSY 3391', 'PSY 4110', 'PSY 4391', 'PSY 5121', 'MAT 5160', 'CSI 5102', 'CSI 5136', 'CSI 7314']"
particularli,1,1,['ADM 4319']
partir,1,3,['PSY 5824']
partit,3,3,"['MAT 4349', 'MAT 5107', 'CSI 4140']"
partnership,2,2,"['ADM 5341', 'ADM 6365']"
pass,2,4,"['CSI 5312', 'CSI 9998']"
path,6,6,"['PSY 7101', 'MAT 4348', 'MAT 5105', 'MAT 5106', 'CSI 5163', 'CSI 5164']"
patholog,2,2,"['PSY 6151', 'PSY 6951']"
pathway,1,1,['PSY 2301']
patient,2,2,"['ADM 3363', 'PSY 6190']"
pattern,14,15,"['ADM 3318', 'PSY 6132', 'PSY 6932', 'MAT 5181', 'MAT 5182', 'CSI 2110', 'CSI 4134', 'CSI 4142', 'CSI 5164', 'CSI 5180', 'CSI 5185', 'CSI 5380', 'CSI 5387', 'CSI 7314']"
pay,3,9,"['ADM 3337', 'ADM 5331', 'ADM 6336']"
payabl,2,3,"['ADM 3345', 'ADM 6343']"
payment,3,3,"['ADM 6274', 'ADM 6286', 'CSI 5175']"
pde,2,6,"['MAT 4130', 'MAT 5133']"
pearson,3,3,"['MAT 4175', 'MAT 5191', 'MAT 5375']"
pedagog,1,1,['ADM 4311']
peer,2,2,"['PSY 3135', 'PSY 6102']"
penetr,1,1,['ADM 6326']
peopl,1,1,['PSY 6155']
per,3,3,"['ADM 4903', 'ADM 4904', 'ADM 4905']"
percept,7,9,"['PSY 1101', 'PSY 2110', 'PSY 3108', 'PSY 3126', 'PSY 3136', 'CSI 4133', 'CSI 5135']"
perceptu,5,5,"['PSY 3108', 'PSY 4180', 'PSY 6145', 'PSY 6945', 'CSI 5168']"
perform,21,31,"['ADM 1370', 'ADM 2336', 'ADM 2337', 'ADM 3337', 'ADM 3352', 'ADM 4311', 'ADM 4319', 'ADM 4338', 'ADM 4345', 'ADM 4352', 'ADM 5342', 'ADM 6315', 'ADM 6335', 'ADM 6353', 'PSY 4181', 'PSY 4310', 'MAT 5174', 'CSI 5122', 'CSI 5131', 'CSI 5163', 'CSI 5312']"
period,10,10,"['PSY 3136', 'PSY 5023', 'PSY 6007', 'PSY 6008', 'PSY 6009', 'PSY 6010', 'PSY 6022', 'PSY 6032', 'MAT 3130', 'MAT 5131']"
peripher,1,1,['ADM 3316']
permit,1,1,['MAT 5161']
permut,4,4,"['MAT 1348', 'MAT 2143', 'MAT 5107', 'CSI 5165']"
persever,1,1,['PSY 3174']
persist,1,1,['CSI 5121']
person,18,22,"['ADM 3319', 'ADM 3360', 'ADM 4317', 'ADM 4329', 'ADM 6323', 'ADM 6343', 'PSY 1102', 'PSY 3105', 'PSY 3128', 'PSY 3303', 'PSY 3307', 'PSY 4127', 'PSY 4327', 'PSY 5111', 'PSY 5911', 'PSY 6127', 'PSY 6391', 'PSY 6927']"
personnel,2,2,"['ADM 6336', 'PSY 4127']"
perspect,19,23,"['ADM 3318', 'ADM 3363', 'ADM 4319', 'ADM 5310', 'ADM 5361', 'ADM 6330', 'ADM 6331', 'PSY 1101', 'PSY 2105', 'PSY 3171', 'PSY 4134', 'PSY 5424', 'PSY 5824', 'PSY 6106', 'CSI 1306', 'CSI 4124', 'CSI 5113', 'CSI 5124', 'CSI 5131']"
pertain,2,4,"['PSY 6133', 'PSY 6930']"
pertinent,1,2,['PSY 6042']
perturb,2,3,"['MAT 5131', 'MAT 5185']"
pharmaceut,1,1,['PSY 6002']
pharmacolog,3,3,"['PSY 3142', 'PSY 3301', 'PSY 4302']"
phase,3,3,"['PSY 6190', 'MAT 1332', 'MAT 5185']"
phenomena,2,2,"['PSY 3103', 'PSY 3108']"
phenomenon,2,4,"['PSY 6167', 'PSY 6963']"
philosoph,4,4,"['PSY 3108', 'PSY 4130', 'PSY 6133', 'PSY 6930']"
philosophi,1,1,['MAT 4162']
phobia,1,1,['PSY 3109']
phylogen,2,2,"['PSY 6109', 'PSY 6901']"
phylogenet,1,1,['CSI 5126']
physic,24,24,"['ADM 1100', 'ADM 1300', 'ADM 3313', 'ADM 4336', 'PSY 2105', 'PSY 3105', 'PSY 3306', 'PSY 3378', 'PSY 6176', 'PSY 6182', 'PSY 6975', 'PSY 6982', 'PSY 7109', 'PSY 7909', 'MAT 1325', 'MAT 3155', 'CSI 2132', 'CSI 3130', 'CSI 4139', 'CSI 5126', 'CSI 5146', 'CSI 5148', 'CSI 5151', 'CSI 5169']"
physiolog,7,8,"['PSY 2301', 'PSY 3108', 'PSY 4180', 'PSY 4302', 'PSY 4327', 'PSY 6109', 'PSY 6901']"
piagetian,1,1,['PSY 3378']
pictur,2,2,"['CSI 4133', 'CSI 4134']"
pid,1,1,['MAT 3143']
pigeonhol,1,1,['MAT 1348']
pipelin,1,1,['CSI 4130']
pivot,1,1,['MAT 5191']
place,9,9,"['ADM 1340', 'ADM 4311', 'ADM 4905', 'ADM 6315', 'PSY 6002', 'PSY 6117', 'PSY 6155', 'PSY 6906', 'CSI 9998']"
placement,2,2,"['ADM 6395', 'PSY 3124']"
plan,42,64,"['ADM 1100', 'ADM 1300', 'ADM 2302', 'ADM 2313', 'ADM 2320', 'ADM 2337', 'ADM 2381', 'ADM 3301', 'ADM 3302', 'ADM 3313', 'ADM 3333', 'ADM 3349', 'ADM 4103', 'ADM 4325', 'ADM 4338', 'ADM 4339', 'ADM 4344', 'ADM 4345', 'ADM 4348', 'ADM 4903', 'ADM 4904', 'ADM 4905', 'ADM 5320', 'ADM 5331', 'ADM 5342', 'ADM 5380', 'ADM 6260', 'ADM 6276', 'ADM 6323', 'ADM 6324', 'ADM 6325', 'ADM 6340', 'ADM 6362', 'ADM 6367', 'ADM 6368', 'ADM 6377', 'ADM 6382', 'PSY 3378', 'PSY 7103', 'MAT 5992', 'CSI 4106', 'CSI 5164']"
planar,3,3,"['MAT 3130', 'MAT 4348', 'MAT 5105']"
plane,7,9,"['MAT 1303', 'MAT 1322', 'MAT 1325', 'MAT 1339', 'MAT 3153', 'CSI 4150', 'CSI 5166']"
platform,2,2,"['ADM 6275', 'ADM 6287']"
play,1,1,['ADM 1340']
plenopt,1,1,['CSI 5146']
plot,2,2,"['MAT 3378', 'MAT 5195']"
plusieur,1,3,['PSY 5824']
pmbok,1,1,['ADM 6260']
pmi,1,1,['ADM 6260']
point,19,21,"['ADM 4345', 'ADM 5300', 'MAT 1318', 'MAT 1320', 'MAT 1330', 'MAT 1332', 'MAT 1339', 'MAT 2122', 'MAT 2324', 'MAT 2375', 'MAT 2384', 'MAT 3172', 'MAT 3380', 'MAT 5162', 'MAT 5180', 'MAT 5190', 'CSI 4150', 'CSI 5124', 'CSI 5164']"
pointer,1,1,['CSI 2372']
poisson,5,5,"['ADM 2303', 'MAT 2377', 'MAT 3172', 'MAT 3375', 'MAT 4371']"
poker,1,1,['MAT 1374']
polar,2,2,"['MAT 1339', 'MAT 2122']"
polici,20,25,"['ADM 1340', 'ADM 2313', 'ADM 2337', 'ADM 3319', 'ADM 3333', 'ADM 3334', 'ADM 3350', 'ADM 4318', 'ADM 4319', 'ADM 4352', 'ADM 4363', 'ADM 5351', 'ADM 5352', 'ADM 6316', 'ADM 6319', 'ADM 6342', 'ADM 6350', 'ADM 6367', 'ADM 6393', 'CSI 4139']"
policymak,1,1,['ADM 4319']
polit,6,6,"['ADM 1101', 'ADM 1301', 'ADM 3317', 'ADM 3319', 'ADM 4318', 'ADM 6315']"
