Word,Document Frequency,Term Frequency,Postings
iter,3,4,"['ADM 6261', 'MAT 3380', 'CSI 5149']"
jackknif,2,2,"['MAT 4374', 'MAT 5182']"
jacobi,1,1,['MAT 3380']
jacobson,2,2,"['MAT 4141', 'MAT 5141']"
java,1,1,['CSI 2372']
jenkin,1,1,['ADM 6302']
job,9,10,"['ADM 2336', 'ADM 2337', 'ADM 3337', 'ADM 3346', 'ADM 4338', 'ADM 5330', 'ADM 5331', 'ADM 6336', 'PSY 3124']"
join,2,2,"['ADM 1101', 'ADM 1301']"
joint,4,4,"['ADM 4318', 'ADM 6279', 'MAT 4170', 'MAT 5170']"
jordan,3,3,"['MAT 3341', 'MAT 4143', 'MAT 5142']"
journal,1,1,['CSI 5180']
jpeg,1,1,['MAT 5343']
judg,1,1,['ADM 6395']
judgement,2,2,"['ADM 4342', 'PSY 6918']"
judgment,1,1,['PSY 6118']
judici,1,1,['ADM 3360']
junction,1,1,['CSI 5149']
justic,1,1,['PSY 3173']
k,1,1,['MAT 3373']
keep,2,2,"['PSY 4110', 'PSY 4310']"
kernel,2,3,"['MAT 1341', 'MAT 4373']"
key,5,5,"['ADM 2352', 'MAT 5160', 'CSI 4108', 'CSI 5105', 'CSI 5106']"
kind,1,1,['PSY 3377']
kinemat,2,2,"['CSI 5147', 'CSI 5151']"
kleen,1,1,['CSI 3104']
knapsack,1,1,['CSI 5165']
know,1,1,['ADM 4338']
knowledg,20,22,"['ADM 1100', 'ADM 1300', 'ADM 2372', 'ADM 3345', 'ADM 3363', 'ADM 4311', 'ADM 4339', 'ADM 4340', 'ADM 4344', 'ADM 6260', 'ADM 6311', 'PSY 3377', 'PSY 4110', 'PSY 4310', 'PSY 6002', 'PSY 6145', 'PSY 6945', 'MAT 5181', 'CSI 4106', 'CSI 5101']"
knowledgeinteract,1,1,['CSI 4108']
known,1,1,['ADM 4325']
kr,1,2,['CSI 5101']
krull,1,1,['MAT 5144']
kuhn,1,1,['MAT 4387']
la,4,11,"['PSY 5824', 'PSY 6042', 'CSI 9997', 'CSI 9998']"
lab,3,4,"['ADM 2303', 'ADM 2304', 'PSY 4327']"
label,1,1,['ADM 6365']
laboratori,8,9,"['PSY 3102', 'PSY 3108', 'PSY 3174', 'PSY 3377', 'PSY 4302', 'PSY 4327', 'PSY 6152', 'PSY 6952']"
labour,6,7,"['ADM 3334', 'ADM 4318', 'ADM 5331', 'ADM 6332', 'ADM 6336', 'CSI 5128']"
lag,1,1,['MAT 3379']
lagrang,2,2,"['MAT 2122', 'MAT 5107']"
lagrangeâ€™,1,1,['MAT 2143']
lambda,3,4,"['MAT 5162', 'CSI 4101', 'CSI 4125']"
lan,2,2,"['ADM 4378', 'CSI 5169']"
land,1,1,['ADM 3360']
landlord,1,1,['ADM 3360']
languag,28,49,"['PSY 1101', 'PSY 3136', 'PSY 3378', 'PSY 5103', 'PSY 5105', 'PSY 6115', 'PSY 6145', 'PSY 6146', 'PSY 6904', 'PSY 6945', 'PSY 6946', 'MAT 5162', 'CSI 1306', 'CSI 1308', 'CSI 2120', 'CSI 3104', 'CSI 3120', 'CSI 4101', 'CSI 4106', 'CSI 4115', 'CSI 4125', 'CSI 4134', 'CSI 5101', 'CSI 5115', 'CSI 5129', 'CSI 5151', 'CSI 5180', 'CSI 5386']"
lannã©,1,1,['MAT 9904']
lanspan,1,1,['CSI 5142']
laplac,4,4,"['MAT 2324', 'MAT 2384', 'MAT 4130', 'MAT 5185']"
larg,13,13,"['ADM 4315', 'ADM 4337', 'ADM 4903', 'ADM 5300', 'ADM 6301', 'MAT 1372', 'MAT 2371', 'MAT 4171', 'MAT 5171', 'MAT 5174', 'MAT 5176', 'MAT 5191', 'CSI 5155']"
late,1,1,['PSY 3128']
latest,1,1,['ADM 4311']
latin,3,3,"['MAT 3378', 'MAT 4349', 'MAT 5195']"
lattic,2,2,"['MAT 4349', 'CSI 5106']"
launch,1,1,['ADM 4903']
laurent,1,1,['MAT 3121']
law,11,14,"['ADM 3360', 'ADM 6274', 'ADM 6286', 'ADM 6393', 'PSY 3173', 'MAT 1318', 'MAT 1372', 'MAT 2371', 'MAT 4171', 'MAT 5171', 'CSI 5152']"
lax,2,2,"['MAT 5133', 'MAT 5180']"
layer,7,9,"['MAT 5185', 'CSI 4118', 'CSI 5142', 'CSI 5148', 'CSI 5169', 'CSI 5173', 'CSI 5175']"
layout,1,1,['ADM 6382']
le,3,16,"['PSY 5824', 'PSY 6042', 'MAT 9904']"
lead,9,9,"['ADM 1100', 'ADM 1300', 'ADM 4311', 'PSY 2106', 'PSY 3303', 'PSY 5104', 'MAT 3172', 'MAT 6997', 'CSI 5121']"
leader,1,1,['CSI 5308']
leadership,8,8,"['ADM 2336', 'ADM 4315', 'ADM 4317', 'ADM 4336', 'ADM 5330', 'PSY 2110', 'PSY 3124', 'PSY 5113']"
learn,33,48,"['ADM 1100', 'ADM 1101', 'ADM 1300', 'ADM 1301', 'ADM 4103', 'ADM 4311', 'ADM 4312', 'ADM 4338', 'ADM 4363', 'ADM 6330', 'PSY 1101', 'PSY 3103', 'PSY 3128', 'PSY 4173', 'PSY 5125', 'PSY 5924', 'PSY 6117', 'PSY 6147', 'PSY 6152', 'PSY 6391', 'PSY 6906', 'PSY 6947', 'PSY 6952', 'MAT 4373', 'MAT 5181', 'CSI 4106', 'CSI 4145', 'CSI 5155', 'CSI 5180', 'CSI 5183', 'CSI 5185', 'CSI 5387', 'CSI 5390']"
leas,3,3,"['ADM 3350', 'ADM 4348', 'ADM 6350']"
least,6,6,"['ADM 4103', 'ADM 4903', 'MAT 2342', 'MAT 2377', 'MAT 9998', 'CSI 9998']"
lebesgu,3,5,"['MAT 4125', 'MAT 5125', 'MAT 5185']"
lectur,5,7,"['ADM 4322', 'ADM 4325', 'PSY 4302', 'PSY 5424', 'PSY 6201']"
legal,8,8,"['ADM 2372', 'ADM 3349', 'ADM 3360', 'ADM 3363', 'ADM 3379', 'ADM 5320', 'ADM 6365', 'CSI 2911']"
legendr,1,1,['MAT 3320']
legisl,7,9,"['ADM 3319', 'ADM 3334', 'ADM 3337', 'ADM 4336', 'ADM 6332', 'ADM 6336', 'ADM 6365']"
legitimaci,2,2,"['PSY 6133', 'PSY 6930']"
lemma,8,9,"['MAT 2362', 'MAT 4141', 'MAT 4170', 'MAT 5141', 'MAT 5144', 'MAT 5170', 'MAT 5185', 'CSI 3104']"
lesion,1,1,['PSY 4180']
lesson,1,1,['ADM 4103']
level,16,16,"['ADM 1370', 'ADM 2342', 'ADM 2372', 'ADM 3379', 'ADM 4103', 'ADM 4317', 'ADM 4903', 'ADM 5310', 'ADM 5370', 'ADM 6319', 'ADM 6365', 'ADM 6376', 'PSY 6201', 'CSI 5118', 'CSI 5134', 'CSI 5161']"
leverag,3,3,"['ADM 4312', 'ADM 5350', 'ADM 6326']"
lewi,1,1,['MAT 5180']
lexamen,1,1,['MAT 9904']
lexic,3,3,"['PSY 6114', 'PSY 6903', 'CSI 4115']"
lhospit,1,1,['MAT 1320']
liabil,6,6,"['ADM 3340', 'ADM 3349', 'ADM 3360', 'ADM 5341', 'ADM 6343', 'ADM 6351']"
librari,2,2,"['CSI 2372', 'CSI 7314']"
licens,1,1,['ADM 4318']
lie,2,3,"['MAT 4142', 'MAT 4144']"
life,14,17,"['ADM 6260', 'ADM 6377', 'PSY 4122', 'PSY 6123', 'PSY 6155', 'PSY 6923', 'PSY 6954', 'PSY 7107', 'PSY 7167', 'PSY 7907', 'MAT 1330', 'MAT 1332', 'MAT 4378', 'CSI 5183']"
lifecycl,1,1,['CSI 5122']
lifestyl,1,1,['PSY 4122']
light,5,5,"['ADM 3321', 'PSY 6118', 'PSY 6918', 'CSI 5146', 'CSI 5151']"
likelihood,9,12,"['ADM 4356', 'MAT 4175', 'MAT 5176', 'MAT 5190', 'MAT 5191', 'MAT 5193', 'MAT 5375', 'CSI 5149', 'CSI 5185']"
lim,1,2,['MAT 2125']
limbic,2,2,"['PSY 5125', 'PSY 5924']"
limit,23,27,"['ADM 4363', 'ADM 4903', 'ADM 5300', 'ADM 6301', 'ADM 6395', 'PSY 4110', 'PSY 4276', 'PSY 4310', 'MAT 1300', 'MAT 1308', 'MAT 1320', 'MAT 1339', 'MAT 1362', 'MAT 1372', 'MAT 1395', 'MAT 2371', 'MAT 2379', 'MAT 4171', 'MAT 4175', 'MAT 4371', 'MAT 5131', 'MAT 5171', 'MAT 5375']"
line,11,12,"['MAT 1322', 'MAT 1339', 'MAT 1362', 'MAT 2122', 'MAT 2322', 'MAT 3100', 'MAT 3153', 'MAT 4154', 'MAT 5149', 'CSI 5153', 'CSI 5164']"
linear,40,54,"['ADM 2304', 'ADM 5300', 'ADM 6383', 'PSY 5120', 'MAT 1302', 'MAT 1303', 'MAT 1308', 'MAT 1320', 'MAT 1325', 'MAT 1332', 'MAT 1341', 'MAT 2122', 'MAT 2141', 'MAT 2324', 'MAT 2342', 'MAT 2384', 'MAT 3130', 'MAT 3348', 'MAT 3373', 'MAT 3375', 'MAT 3380', 'MAT 3395', 'MAT 4124', 'MAT 4126', 'MAT 4130', 'MAT 4144', 'MAT 4175', 'MAT 4375', 'MAT 4378', 'MAT 4387', 'MAT 5126', 'MAT 5131', 'MAT 5185', 'MAT 5193', 'MAT 5195', 'MAT 5317', 'MAT 5375', 'CSI 4140', 'CSI 4150', 'CSI 5185']"
linguist,5,5,"['PSY 2105', 'PSY 3136', 'PSY 6134', 'PSY 6931', 'CSI 4107']"
link,7,7,"['ADM 3319', 'ADM 4355', 'ADM 6330', 'CSI 5142', 'CSI 5152', 'CSI 5154', 'CSI 5169']"
liouvil,1,1,['MAT 3320']
lisp,1,1,['CSI 5180']
lisrel,1,1,['PSY 6105']
list,1,1,['CSI 5155']
literatur,7,9,"['ADM 3998', 'PSY 4173', 'PSY 6042', 'PSY 6102', 'PSY 7107', 'PSY 7907', 'CSI 9997']"
littl,1,1,['ADM 4363']
littã©ratur,1,2,['PSY 6042']
live,2,2,"['PSY 7104', 'PSY 7904']"
load,2,2,"['CSI 4140', 'CSI 5380']"
lobbi,3,3,"['ADM 1101', 'ADM 1301', 'ADM 5310']"
local,11,14,"['ADM 4378', 'ADM 5310', 'ADM 6271', 'ADM 6274', 'ADM 6286', 'ADM 6373', 'MAT 4141', 'MAT 5141', 'MAT 5144', 'CSI 5154', 'CSI 5169']"
locat,5,6,"['ADM 5380', 'ADM 6277', 'CSI 5124', 'CSI 5148', 'CSI 5164']"
log,3,3,"['PSY 5120', 'MAT 4378', 'MAT 5317']"
logarithm,5,6,"['MAT 1318', 'MAT 1320', 'MAT 1330', 'MAT 1339', 'MAT 5160']"
logic,20,24,"['ADM 1100', 'ADM 1300', 'ADM 3379', 'ADM 4103', 'PSY 6118', 'PSY 6918', 'MAT 1348', 'MAT 1362', 'MAT 2362', 'MAT 3361', 'MAT 5161', 'MAT 5162', 'MAT 5341', 'CSI 2101', 'CSI 2120', 'CSI 4101', 'CSI 4125', 'CSI 5100', 'CSI 5101', 'CSI 5113']"
logist,5,7,"['ADM 3302', 'MAT 3373', 'MAT 3375', 'MAT 4378', 'MAT 5317']"
logit,1,1,['MAT 4378']
long,6,6,"['ADM 2350', 'ADM 4311', 'ADM 4349', 'ADM 5350', 'ADM 6271', 'ADM 6373']"
longitudin,1,1,['PSY 7101']
loss,2,2,"['ADM 6343', 'MAT 5174']"
lossless,1,1,['MAT 5343']
low,1,1,['ADM 6277']
lower,3,3,"['MAT 5190', 'CSI 3105', 'CSI 5163']"
lowest,1,1,['CSI 5121']
loyalti,1,1,['ADM 6322']
lp,3,3,"['MAT 4125', 'MAT 5125', 'MAT 5133']"
lu,1,1,['MAT 3341']
lâ¢2,1,1,['MAT 3120']
machin,8,10,"['MAT 4373', 'CSI 3104', 'CSI 4106', 'CSI 4145', 'CSI 5155', 'CSI 5180', 'CSI 5183', 'CSI 5386']"
macro,1,1,['CSI 2372']
made,3,3,"['ADM 3357', 'ADM 3994', 'ADM 4357']"
main,10,10,"['ADM 3316', 'ADM 6376', 'PSY 3303', 'PSY 6145', 'PSY 6168', 'PSY 6945', 'PSY 6964', 'PSY 7167', 'MAT 3100', 'CSI 5167']"
maintain,1,1,['ADM 6281']
mainten,4,5,"['ADM 6377', 'PSY 6182', 'PSY 6982', 'CSI 5148']"
major,24,28,"['ADM 2341', 'ADM 3346', 'ADM 4325', 'ADM 6275', 'ADM 6287', 'ADM 6311', 'ADM 6362', 'ADM 6392', 'PSY 3303', 'PSY 4105', 'PSY 4180', 'PSY 4276', 'PSY 5102', 'PSY 5121', 'PSY 5125', 'PSY 5924', 'PSY 6107', 'PSY 6113', 'PSY 6154', 'PSY 7107', 'PSY 7907', 'MAT 3172', 'CSI 2120', 'CSI 9998']"
make,25,26,"['ADM 1370', 'ADM 2302', 'ADM 2320', 'ADM 2336', 'ADM 2341', 'ADM 2372', 'ADM 4312', 'ADM 4326', 'ADM 4339', 'ADM 4340', 'ADM 4345', 'ADM 4355', 'ADM 4356', 'ADM 4379', 'ADM 5310', 'ADM 5320', 'ADM 5342', 'ADM 6275', 'ADM 6287', 'ADM 6319', 'ADM 6330', 'PSY 3124', 'PSY 6115', 'PSY 6904', 'CSI 5153']"
maker,1,1,['ADM 5360']
male,1,1,['PSY 4174']
mammalian,1,1,['PSY 2301']
manag,93,154,"['ADM 1100', 'ADM 1101', 'ADM 1300', 'ADM 1301', 'ADM 1370', 'ADM 2302', 'ADM 2303', 'ADM 2341', 'ADM 2350', 'ADM 2372', 'ADM 3301', 'ADM 3302', 'ADM 3308', 'ADM 3319', 'ADM 3334', 'ADM 3346', 'ADM 3349', 'ADM 3350', 'ADM 3351', 'ADM 3352', 'ADM 3357', 'ADM 3358', 'ADM 3378', 'ADM 3379', 'ADM 3998', 'ADM 4103', 'ADM 4307', 'ADM 4311', 'ADM 4315', 'ADM 4318', 'ADM 4319', 'ADM 4326', 'ADM 4336', 'ADM 4337', 'ADM 4338', 'ADM 4339', 'ADM 4340', 'ADM 4344', 'ADM 4354', 'ADM 4356', 'ADM 4357', 'ADM 4363', 'ADM 4377', 'ADM 4378', 'ADM 4379', 'ADM 4903', 'ADM 4964', 'ADM 5320', 'ADM 5330', 'ADM 5331', 'ADM 5350', 'ADM 5360', 'ADM 5361', 'ADM 5370', 'ADM 5380', 'ADM 6260', 'ADM 6261', 'ADM 6276', 'ADM 6279', 'ADM 6281', 'ADM 6301', 'ADM 6311', 'ADM 6319', 'ADM 6323', 'ADM 6332', 'ADM 6335', 'ADM 6343', 'ADM 6351', 'ADM 6353', 'ADM 6354', 'ADM 6357', 'ADM 6362', 'ADM 6367', 'ADM 6377', 'ADM 6381', 'ADM 6382', 'ADM 6383', 'ADM 6901', 'PSY 6002', 'PSY 6155', 'PSY 6954', 'MAT 1302', 'CSI 2372', 'CSI 3131', 'CSI 5100', 'CSI 5111', 'CSI 5112', 'CSI 5118', 'CSI 5148', 'CSI 5153', 'CSI 5161', 'CSI 5168', 'CSI 5312']"
manageri,8,10,"['ADM 1100', 'ADM 1300', 'ADM 3308', 'ADM 3998', 'ADM 4345', 'ADM 5300', 'ADM 5342', 'ADM 5370']"
mandat,1,1,['ADM 4325']
manifest,3,3,"['PSY 3122', 'PSY 5111', 'PSY 5911']"
manifold,7,7,"['MAT 3130', 'MAT 4144', 'MAT 4154', 'MAT 4155', 'MAT 4373', 'MAT 5131', 'MAT 5149']"
manipul,3,3,"['CSI 2132', 'CSI 4109', 'CSI 5115']"
manual,1,1,['ADM 5300']
manufactur,4,5,"['ADM 3301', 'ADM 6365', 'CSI 5128', 'CSI 5180']"
map,11,14,"['MAT 1325', 'MAT 2122', 'MAT 2141', 'MAT 3120', 'MAT 3121', 'MAT 4144', 'MAT 4154', 'MAT 5149', 'CSI 5100', 'CSI 5126', 'CSI 5149']"
margin,1,2,['MAT 5317']
marit,1,1,['PSY 4372']
market,37,66,"['ADM 1370', 'ADM 2302', 'ADM 2320', 'ADM 2350', 'ADM 3308', 'ADM 3313', 'ADM 3316', 'ADM 3317', 'ADM 3321', 'ADM 3322', 'ADM 3323', 'ADM 3326', 'ADM 3351', 'ADM 3352', 'ADM 3358', 'ADM 4311', 'ADM 4322', 'ADM 4325', 'ADM 4326', 'ADM 4328', 'ADM 4329', 'ADM 4351', 'ADM 4354', 'ADM 4378', 'ADM 5320', 'ADM 5350', 'ADM 5351', 'ADM 6320', 'ADM 6321', 'ADM 6324', 'ADM 6325', 'ADM 6326', 'ADM 6351', 'ADM 6353', 'ADM 6354', 'ADM 6358', 'ADM 6420']"
markov,6,8,"['MAT 4371', 'MAT 4374', 'MAT 5197', 'MAT 5198', 'CSI 5149', 'CSI 5155']"
markovitz,1,1,['MAT 4372']
martingal,3,3,"['MAT 4372', 'MAT 5171', 'MAT 5173']"
mass,1,1,['CSI 3131']
massiv,1,1,['MAT 5181']
massivebig,1,1,['CSI 5154']
masteri,1,1,['ADM 3346']
mat,16,47,"['MAT 1308', 'MAT 4175', 'MAT 9900', 'MAT 9901', 'MAT 9902', 'MAT 9903', 'MAT 9904', 'MAT 9905', 'MAT 9906', 'MAT 9907', 'MAT 9908', 'MAT 9909', 'MAT 9910', 'MAT 9911', 'MAT 9912', 'MAT 9913']"
mat1300,1,1,['MAT 1308']
mat1318,2,2,"['MAT 1318', 'MAT 1339']"
mat1339,2,3,"['MAT 1308', 'MAT 1339']"
match,6,6,"['MAT 3348', 'MAT 5106', 'MAT 5185', 'CSI 2110', 'CSI 4126', 'CSI 5180']"
mate,3,3,"['PSY 4174', 'PSY 6115', 'PSY 6904']"
materi,11,12,"['ADM 1100', 'ADM 1300', 'ADM 2342', 'ADM 3301', 'ADM 3302', 'ADM 3349', 'ADM 3998', 'ADM 6281', 'ADM 6381', 'MAT 5106', 'CSI 5100']"
math,64,64,"['MAT 5105', 'MAT 5106', 'MAT 5107', 'MAT 5121', 'MAT 5122', 'MAT 5125', 'MAT 5126', 'MAT 5127', 'MAT 5131', 'MAT 5133', 'MAT 5134', 'MAT 5141', 'MAT 5142', 'MAT 5143', 'MAT 5144', 'MAT 5145', 'MAT 5146', 'MAT 5147', 'MAT 5148', 'MAT 5149', 'MAT 5150', 'MAT 5151', 'MAT 5152', 'MAT 5155', 'MAT 5158', 'MAT 5160', 'MAT 5161', 'MAT 5162', 'MAT 5163', 'MAT 5164', 'MAT 5165', 'MAT 5168', 'MAT 5169', 'MAT 5171', 'MAT 5180', 'MAT 5185', 'MAT 5187', 'MAT 5198', 'MAT 5301', 'MAT 5303', 'MAT 5304', 'MAT 5307', 'MAT 5308', 'MAT 5309', 'MAT 5312', 'MAT 5313', 'MAT 5314', 'MAT 5319', 'MAT 5324', 'MAT 5325', 'MAT 5326', 'MAT 5327', 'MAT 5328', 'MAT 5329', 'MAT 5330', 'MAT 5331', 'MAT 5341', 'MAT 5343', 'MAT 5361', 'MAT 5990', 'MAT 5991', 'MAT 6990', 'MAT 6991', 'MAT 6997']"
mathcomp,1,1,['MAT 5167']
mathemat,19,25,"['MAT 1374', 'MAT 1395', 'MAT 2362', 'MAT 3100', 'MAT 3101', 'MAT 3361', 'MAT 3395', 'MAT 4162', 'MAT 4996', 'MAT 5160', 'MAT 5161', 'MAT 5996', 'MAT 6997', 'CSI 4134', 'CSI 4145', 'CSI 5126', 'CSI 5173', 'CSI 5185', 'CSI 5390']"
mathematicalinferenti,1,1,['PSY 6105']
matric,6,7,"['MAT 1302', 'MAT 1332', 'MAT 1341', 'MAT 2141', 'MAT 2342', 'MAT 3341']"
matrix,6,7,"['MAT 1302', 'MAT 1332', 'MAT 1341', 'MAT 2342', 'MAT 3341', 'MAT 5341']"
matur,1,1,['PSY 3105']
maxim,2,2,"['ADM 4338', 'CSI 5149']"
maxima,2,2,"['MAT 1318', 'MAT 1339']"
maximum,8,9,"['MAT 4130', 'MAT 5106', 'MAT 5190', 'MAT 5191', 'MAT 5193', 'CSI 5149', 'CSI 5165', 'CSI 5185']"
may,18,21,"['ADM 3378', 'ADM 4326', 'PSY 3132', 'PSY 4302', 'PSY 4371', 'PSY 7104', 'PSY 7904', 'MAT 1318', 'MAT 1339', 'MAT 1395', 'MAT 4373', 'MAT 5174', 'CSI 5102', 'CSI 5113', 'CSI 5142', 'CSI 5154', 'CSI 5308', 'CSI 9998']"
mba,1,1,['ADM 6395']
mcv4u,2,2,"['MAT 1308', 'MAT 1339']"
mean,4,4,"['ADM 5300', 'PSY 5120', 'MAT 1320', 'MAT 1325']"
meaning,1,1,['ADM 1340']
measur,30,36,"['ADM 2303', 'ADM 3352', 'ADM 4345', 'ADM 5341', 'ADM 5342', 'ADM 6335', 'ADM 6342', 'ADM 6353', 'ADM 6393', 'PSY 2106', 'PSY 4127', 'PSY 5114', 'PSY 5120', 'PSY 5133', 'PSY 6114', 'PSY 6123', 'PSY 6134', 'PSY 6903', 'PSY 6923', 'PSY 6931', 'MAT 1318', 'MAT 3172', 'MAT 4125', 'MAT 4170', 'MAT 5125', 'MAT 5170', 'MAT 5192', 'MAT 5317', 'CSI 5118', 'CSI 5312']"
mechan,14,15,"['ADM 1101', 'ADM 1301', 'ADM 5310', 'PSY 3301', 'PSY 6109', 'PSY 6118', 'PSY 6146', 'PSY 6901', 'PSY 6918', 'PSY 6946', 'MAT 5341', 'CSI 4139', 'CSI 5134', 'CSI 5152']"
media,9,10,"['ADM 3326', 'ADM 3378', 'ADM 4377', 'ADM 6277', 'ADM 6323', 'PSY 4122', 'CSI 5154', 'CSI 5168', 'CSI 5169']"
mediat,2,2,"['ADM 3321', 'PSY 6202']"
medic,4,5,"['PSY 6113', 'PSY 6122', 'PSY 6920', 'CSI 5102']"
medicin,1,1,['CSI 5180']
medium,2,2,"['ADM 4328', 'CSI 5148']"
meet,3,3,"['ADM 3357', 'ADM 4329', 'ADM 4357']"
member,5,5,"['ADM 4964', 'PSY 7106', 'PSY 7906', 'MAT 4900', 'CSI 4900']"
membran,1,1,['PSY 6201']
memori,17,18,"['PSY 1101', 'PSY 3128', 'PSY 3301', 'PSY 3378', 'PSY 4173', 'PSY 5103', 'PSY 5105', 'PSY 5125', 'PSY 5924', 'PSY 6115', 'PSY 6117', 'PSY 6904', 'PSY 6906', 'CSI 2372', 'CSI 3131', 'CSI 5154', 'CSI 5312']"
mental,15,15,"['ADM 2352', 'PSY 1102', 'PSY 3121', 'PSY 3126', 'PSY 3128', 'PSY 3306', 'PSY 4134', 'PSY 5105', 'PSY 6114', 'PSY 6116', 'PSY 6182', 'PSY 6903', 'PSY 6905', 'PSY 6982', 'CSI 5167']"
merchant,1,1,['ADM 3317']
merger,3,3,"['ADM 3350', 'ADM 4318', 'ADM 4352']"
merit,1,1,['ADM 3337']
messag,3,3,"['CSI 4108', 'CSI 5308', 'CSI 5312']"
metadata,1,1,['CSI 5100']
metaheurist,1,1,['CSI 5165']
method,81,108,"['ADM 1100', 'ADM 1300', 'ADM 2303', 'ADM 2304', 'ADM 3323', 'ADM 3346', 'ADM 4103', 'ADM 4307', 'ADM 4311', 'ADM 5300', 'ADM 5330', 'ADM 5380', 'ADM 6260', 'ADM 6261', 'ADM 6275', 'ADM 6287', 'ADM 6302', 'ADM 6320', 'ADM 6325', 'ADM 6358', 'ADM 6377', 'ADM 6383', 'PSY 1101', 'PSY 2301', 'PSY 3306', 'PSY 3307', 'PSY 4134', 'PSY 4180', 'PSY 4302', 'PSY 6147', 'PSY 6154', 'PSY 6158', 'PSY 6947', 'PSY 6958', 'PSY 7109', 'PSY 7909', 'MAT 1320', 'MAT 1322', 'MAT 2342', 'MAT 2375', 'MAT 2377', 'MAT 2384', 'MAT 3153', 'MAT 3341', 'MAT 3373', 'MAT 3379', 'MAT 3380', 'MAT 4130', 'MAT 4175', 'MAT 4373', 'MAT 4374', 'MAT 4387', 'MAT 5107', 'MAT 5131', 'MAT 5133', 'MAT 5160', 'MAT 5176', 'MAT 5180', 'MAT 5182', 'MAT 5185', 'MAT 5193', 'MAT 5198', 'MAT 5343', 'MAT 5375', 'CSI 2110', 'CSI 4105', 'CSI 4107', 'CSI 4126', 'CSI 4150', 'CSI 5106', 'CSI 5110', 'CSI 5118', 'CSI 5121', 'CSI 5122', 'CSI 5146', 'CSI 5149', 'CSI 5155', 'CSI 5166', 'CSI 5185', 'CSI 5386', 'CSI 5387']"
methodolog,16,19,"['ADM 3379', 'ADM 5360', 'ADM 5370', 'PSY 2174', 'PSY 3121', 'PSY 5114', 'PSY 5424', 'PSY 6146', 'PSY 6946', 'MAT 3379', 'MAT 5195', 'CSI 4141', 'CSI 5105', 'CSI 5110', 'CSI 5136', 'CSI 9997']"
metric,6,6,"['MAT 3120', 'MAT 4155', 'CSI 5111', 'CSI 5118', 'CSI 5122', 'CSI 5314']"
metris,1,1,['MAT 4153']
mhf4u,1,1,['MAT 1339']
michel,1,1,['ADM 4325']
micro,2,2,"['PSY 6144', 'PSY 6941']"
microcomput,2,2,"['PSY 6168', 'PSY 6964']"
mid,1,1,['MAT 1320']
milgram,1,1,['MAT 5133']
mind,2,2,"['PSY 6115', 'PSY 6904']"
mine,6,10,"['ADM 3308', 'CSI 4142', 'CSI 5153', 'CSI 5180', 'CSI 5380', 'CSI 5387']"
mini,1,1,['ADM 6395']
minim,3,3,"['MAT 2342', 'MAT 4143', 'MAT 5142']"
minima,3,3,"['MAT 1318', 'MAT 1339', 'MAT 3341']"
minimum,3,4,"['MAT 5106', 'CSI 2110', 'CSI 5165']"
minitab,1,1,['ADM 2303']
minor,3,4,"['ADM 2313', 'ADM 4103', 'CSI 9998']"
minqu,1,1,['MAT 5193']
miscellan,2,2,"['MAT 5193', 'MAT 5195']"
misclassif,1,1,['MAT 5182']
misus,1,1,['ADM 2304']
mix,3,3,"['ADM 4325', 'ADM 4328', 'ADM 6325']"
ml,1,1,['CSI 5149']
mnc,1,2,['ADM 4318']
mobil,10,16,"['ADM 3378', 'ADM 4377', 'CSI 4109', 'CSI 5142', 'CSI 5148', 'CSI 5154', 'CSI 5169', 'CSI 5173', 'CSI 5175', 'CSI 5308']"
modal,5,7,"['PSY 4110', 'PSY 4276', 'PSY 4310', 'PSY 4372', 'CSI 5151']"
mode,3,3,"['MAT 3120', 'CSI 5106', 'CSI 5149']"
